-16.8750000000 -1.8750000000 -7.5000000000
-9.3750000000 -3.7500000000 1.8750000000
-7.5000000000 9.3750000000 -16.8750000000
   7.500000   13.125000   -5.625000
 -11.250000    5.625000   -1.875000
   7.500000   -1.875000    9.375000
128 4
Direct
   0.62031047  0.49888465  0.87591610	Cu
   0.12031047  0.99888465  0.87591610	Cu
   0.12031047  0.49888465  0.37591610	Cu
   0.62031047  0.99888465  0.37591610	Cu
   0.79763889  0.75865414  0.83909956	Cu
   0.29763889  0.25865414  0.83909956	Cu
   0.29763889  0.75865414  0.33909956	Cu
   0.79763889  0.25865414  0.33909956	Cu
   0.46747855  0.50651081  0.78830077	Cu
   0.96747855  0.00651081  0.78830077	Cu
   0.96747855  0.50651081  0.28830077	Cu
   0.46747855  0.00651081  0.28830077	Cu
   0.63922758  0.74957650  0.74011579	Cu
   0.13922758  0.24957650  0.74011579	Cu
   0.13922758  0.74957650  0.24011579	Cu
   0.63922758  0.24957650  0.24011579	Cu
   0.31901404  0.49718800  0.69104781	Cu
   0.81901404  0.99718800  0.69104781	Cu
   0.81901404  0.49718800  0.19104781	Cu
   0.31901404  0.99718800  0.19104781	Cu
   0.48588343  0.74694421  0.64785571	Cu
   0.98588343  0.24694421  0.64785571	Cu
   0.98588343  0.74694421  0.14785571	Cu
   0.48588343  0.24694421  0.14785571	Cu
   0.15018449  0.49632403  0.58759029	Cu
   0.65018449  0.99632403  0.58759029	Cu
   0.65018449  0.49632403  0.08759029	Cu
   0.15018449  0.99632403  0.08759029	Cu
   0.00330891  0.50129122  0.50080036	Cu
   0.50330891  0.00129122  0.50080036	Cu
   0.50330891  0.50129122  0.00080036	Cu
   0.00330891  0.00129122  0.00080036	Cu
   0.52974157  0.50305579  0.21151929	Cu
   0.02974157  0.00305579  0.21151929	Cu
   0.02974157  0.50305579  0.71151929	Cu
   0.52974157  0.00305579  0.71151929	Cu
   0.19661096  0.25281200  0.16832719	Cu
   0.69661096  0.75281200  0.16832719	Cu
   0.69661096  0.25281200  0.66832719	Cu
   0.19661096  0.75281200  0.66832719	Cu
   0.87639742  0.50042350  0.61925921	Cu
   0.37639742  0.00042350  0.61925921	Cu
   0.37639742  0.50042350  0.11925921	Cu
   0.87639742  0.00042350  0.11925921	Cu
   0.39531453  0.25111535  0.48345890	Cu
   0.89531453  0.75111535  0.48345890	Cu
   0.89531453  0.25111535  0.98345890	Cu
   0.39531453  0.75111535  0.98345890	Cu
   0.07983710  0.24971565  0.29247750	Cu
   0.57983710  0.74971565  0.29247750	Cu
   0.57983710  0.24971565  0.79247750	Cu
   0.07983710  0.74971565  0.79247750	Cu
   0.43578790  0.50028435  0.56689750	Cu
   0.93578790  0.00028435  0.56689750	Cu
   0.93578790  0.50028435  0.06689750	Cu
   0.43578790  0.00028435  0.06689750	Cu
   0.44964256  0.75920992  0.42799762	Cu
   0.94964256  0.25920992  0.42799762	Cu
   0.94964256  0.75920992  0.92799762	Cu
   0.44964256  0.25920992  0.92799762	Cu
   0.33121038  0.75542843  0.54928561	Cu
   0.83121038  0.25542843  0.54928561	Cu
   0.83121038  0.75542843  0.04928561	Cu
   0.33121038  0.25542843  0.04928561	Cu
   0.67031158  0.24822014  0.45148572	Cu
   0.17031158  0.74822014  0.45148572	Cu
   0.17031158  0.24822014  0.95148572	Cu
   0.67031158  0.74822014  0.95148572	Cu
   0.84531342  0.50177986  0.40788928	Cu
   0.34531342  0.00177986  0.40788928	Cu
   0.34531342  0.50177986  0.90788928	Cu
   0.84531342  0.00177986  0.90788928	Cu
   0.51231609  0.24870878  0.35857464	Cu
   0.01231609  0.74870878  0.35857464	Cu
   0.01231609  0.24870878  0.85857464	Cu
   0.51231609  0.74870878  0.85857464	Cu
   0.68441462  0.49457157  0.31008939	Cu
   0.18441462  0.99457157  0.31008939	Cu
   0.18441462  0.49457157  0.81008939	Cu
   0.68441462  0.99457157  0.81008939	Cu
   0.36544051  0.25367597  0.27178471	Cu
   0.86544051  0.75367597  0.27178471	Cu
   0.86544051  0.25367597  0.77178471	Cu
   0.36544051  0.75367597  0.77178471	Cu
   0.54814645  0.24348919  0.57107423	Cu
   0.04814645  0.74348919  0.57107423	Cu
   0.04814645  0.24348919  0.07107423	Cu
   0.54814645  0.74348919  0.07107423	Cu
   0.71798611  0.49134586  0.52027544	Cu
   0.21798611  0.99134586  0.52027544	Cu
   0.21798611  0.49134586  0.02027544	Cu
   0.71798611  0.99134586  0.02027544	Cu
   0.56598244  0.49079008  0.43137738	Cu
   0.06598244  0.99079008  0.43137738	Cu
   0.06598244  0.49079008  0.93137738	Cu
   0.56598244  0.99079008  0.93137738	Cu
   0.23585572  0.23711411  0.37483337	Au
   0.73585572  0.73711411  0.37483337	Au
   0.73585572  0.23711411  0.87483337	Au
   0.23585572  0.73711411  0.87483337	Au
   0.41532425  0.50318735  0.34578197	Au
   0.91532425  0.00318735  0.34578197	Au
   0.91532425  0.50318735  0.84578197	Au
   0.41532425  0.00318735  0.84578197	Au
   0.75125866  0.50199453  0.74497645	Au
   0.25125866  0.00199453  0.74497645	Au
   0.25125866  0.50199453  0.24497645	Au
   0.75125866  0.00199453  0.24497645	Au
   0.92798632  0.75249691  0.70624138	Au
   0.42798632  0.25249691  0.70624138	Au
   0.42798632  0.75249691  0.20624138	Au
   0.92798632  0.25249691  0.20624138	Au
   0.58763868  0.49750309  0.65313362	Au
   0.08763868  0.99750309  0.65313362	Au
   0.08763868  0.49750309  0.15313362	Au
   0.58763868  0.99750309  0.15313362	Au
   0.76436634  0.74800547  0.61439855	Au
   0.26436634  0.24800547  0.61439855	Au
   0.26436634  0.74800547  0.11439855	Au
   0.76436634  0.24800547  0.11439855	Au
   0.60030075  0.74681265  0.51359303	Au
   0.10030075  0.24681265  0.51359303	Au
   0.10030075  0.74681265  0.01359303	Au
   0.60030075  0.24681265  0.01359303	Au
   0.27976928  0.51288589  0.48454163	Au
   0.77976928  0.01288589  0.48454163	Au
   0.77976928  0.51288589  0.98454163	Au
   0.27976928  0.01288589  0.98454163	Au
