0.266667 -6.233782
0.266667 -5.610404
0.266667 -4.987026
0.266667 -4.363647
0.266667 -3.740269
0.266667 -3.116891
0.266667 -2.493513
0.266667 -1.870135
0.266667 -1.246756
0.266667 -0.623378
0.266667 0.000000
0.266667 0.623378
0.266667 1.246756
0.266667 1.870135
0.266667 2.493513
0.266667 3.116891
0.266667 3.740269
0.266667 4.363647
0.266667 4.987026
0.266667 5.610404
0.266667 6.233782
0.266667 6.857160
0.266667 7.480538
0.266667 8.103917
0.266667 8.727295
0.266667 9.350673
0.266667 9.974051
0.266667 10.597429
0.266667 11.220808


0.643790 -6.233782
0.643790 -5.610404
0.643790 -4.987026
0.643790 -4.363647
0.643790 -3.740269
0.643790 -3.116891
0.643790 -2.493513
0.643790 -1.870135
0.643790 -1.246756
0.643790 -0.623378
0.643790 0.000000
0.643790 0.623378
0.643790 1.246756
0.643790 1.870135
0.643790 2.493513
0.643790 3.116891
0.643790 3.740269
0.643790 4.363647
0.643790 4.987026
0.643790 5.610404
0.643790 6.233782
0.643790 6.857160
0.643790 7.480538
0.643790 8.103917
0.643790 8.727295
0.643790 9.350673
0.643790 9.974051
0.643790 10.597429
0.643790 11.220808


0.874730 -6.233782
0.874730 -5.610404
0.874730 -4.987026
0.874730 -4.363647
0.874730 -3.740269
0.874730 -3.116891
0.874730 -2.493513
0.874730 -1.870135
0.874730 -1.246756
0.874730 -0.623378
0.874730 0.000000
0.874730 0.623378
0.874730 1.246756
0.874730 1.870135
0.874730 2.493513
0.874730 3.116891
0.874730 3.740269
0.874730 4.363647
0.874730 4.987026
0.874730 5.610404
0.874730 6.233782
0.874730 6.857160
0.874730 7.480538
0.874730 8.103917
0.874730 8.727295
0.874730 9.350673
0.874730 9.974051
0.874730 10.597429
0.874730 11.220808


