0.221929 -15.364762
0.221929 -13.828286
0.221929 -12.291809
0.221929 -10.755333
0.221929 -9.218857
0.221929 -7.682381
0.221929 -6.145905
0.221929 -4.609429
0.221929 -3.072952
0.221929 -1.536476
0.221929 0.000000
0.221929 1.536476
0.221929 3.072952
0.221929 4.609429
0.221929 6.145905
0.221929 7.682381
0.221929 9.218857
0.221929 10.755333
0.221929 12.291809
0.221929 13.828286
0.221929 15.364762
0.221929 16.901238
0.221929 18.437714
0.221929 19.974190
0.221929 21.510667
0.221929 23.047143
0.221929 24.583619
0.221929 26.120095
0.221929 27.656571


0.535784 -15.364762
0.535784 -13.828286
0.535784 -12.291809
0.535784 -10.755333
0.535784 -9.218857
0.535784 -7.682381
0.535784 -6.145905
0.535784 -4.609429
0.535784 -3.072952
0.535784 -1.536476
0.535784 0.000000
0.535784 1.536476
0.535784 3.072952
0.535784 4.609429
0.535784 6.145905
0.535784 7.682381
0.535784 9.218857
0.535784 10.755333
0.535784 12.291809
0.535784 13.828286
0.535784 15.364762
0.535784 16.901238
0.535784 18.437714
0.535784 19.974190
0.535784 21.510667
0.535784 23.047143
0.535784 24.583619
0.535784 26.120095
0.535784 27.656571


0.727980 -15.364762
0.727980 -13.828286
0.727980 -12.291809
0.727980 -10.755333
0.727980 -9.218857
0.727980 -7.682381
0.727980 -6.145905
0.727980 -4.609429
0.727980 -3.072952
0.727980 -1.536476
0.727980 0.000000
0.727980 1.536476
0.727980 3.072952
0.727980 4.609429
0.727980 6.145905
0.727980 7.682381
0.727980 9.218857
0.727980 10.755333
0.727980 12.291809
0.727980 13.828286
0.727980 15.364762
0.727980 16.901238
0.727980 18.437714
0.727980 19.974190
0.727980 21.510667
0.727980 23.047143
0.727980 24.583619
0.727980 26.120095
0.727980 27.656571


0.920176 -15.364762
0.920176 -13.828286
0.920176 -12.291809
0.920176 -10.755333
0.920176 -9.218857
0.920176 -7.682381
0.920176 -6.145905
0.920176 -4.609429
0.920176 -3.072952
0.920176 -1.536476
0.920176 0.000000
0.920176 1.536476
0.920176 3.072952
0.920176 4.609429
0.920176 6.145905
0.920176 7.682381
0.920176 9.218857
0.920176 10.755333
0.920176 12.291809
0.920176 13.828286
0.920176 15.364762
0.920176 16.901238
0.920176 18.437714
0.920176 19.974190
0.920176 21.510667
0.920176 23.047143
0.920176 24.583619
0.920176 26.120095
0.920176 27.656571


