-2.2430825979 2.2430825979 -0.0198717455
-2.2430825979 -0.0198717455 2.2430825979
0.0198717455 2.2430825979 2.2430825979
  -8.972330    8.972330   -0.079487
  -8.972330   -0.079487    8.972330
   0.079487    8.972330    8.972330
128 64
Direct
   0.25000000  0.25000000  0.25000000	Mn
   0.50000000  0.50000000  0.25000000	Mn
   0.75000000  0.75000000  0.25000000	Mn
   0.00000000  0.00000000  0.25000000	Mn
   0.50000000  0.25000000  0.50000000	Mn
   0.75000000  0.50000000  0.50000000	Mn
   0.00000000  0.75000000  0.50000000	Mn
   0.25000000  0.00000000  0.50000000	Mn
   0.75000000  0.25000000  0.75000000	Mn
   0.00000000  0.50000000  0.75000000	Mn
   0.25000000  0.75000000  0.75000000	Mn
   0.50000000  0.00000000  0.75000000	Mn
   0.00000000  0.25000000  0.00000000	Mn
   0.25000000  0.50000000  0.00000000	Mn
   0.50000000  0.75000000  0.00000000	Mn
   0.75000000  0.00000000  0.00000000	Mn
   0.25000000  0.50000000  0.50000000	Mn
   0.50000000  0.75000000  0.50000000	Mn
   0.75000000  0.00000000  0.50000000	Mn
   0.00000000  0.25000000  0.50000000	Mn
   0.50000000  0.50000000  0.75000000	Mn
   0.75000000  0.75000000  0.75000000	Mn
   0.00000000  0.00000000  0.75000000	Mn
   0.25000000  0.25000000  0.75000000	Mn
   0.75000000  0.50000000  0.00000000	Mn
   0.00000000  0.75000000  0.00000000	Mn
   0.25000000  0.00000000  0.00000000	Mn
   0.50000000  0.25000000  0.00000000	Mn
   0.00000000  0.50000000  0.25000000	Mn
   0.25000000  0.75000000  0.25000000	Mn
   0.50000000  0.00000000  0.25000000	Mn
   0.75000000  0.25000000  0.25000000	Mn
   0.00000000  0.00000000  0.00000000	Mn
   0.25000000  0.25000000  0.00000000	Mn
   0.50000000  0.50000000  0.00000000	Mn
   0.75000000  0.75000000  0.00000000	Mn
   0.25000000  0.00000000  0.25000000	Mn
   0.50000000  0.25000000  0.25000000	Mn
   0.75000000  0.50000000  0.25000000	Mn
   0.00000000  0.75000000  0.25000000	Mn
   0.50000000  0.00000000  0.50000000	Mn
   0.75000000  0.25000000  0.50000000	Mn
   0.00000000  0.50000000  0.50000000	Mn
   0.25000000  0.75000000  0.50000000	Mn
   0.75000000  0.00000000  0.75000000	Mn
   0.00000000  0.25000000  0.75000000	Mn
   0.25000000  0.50000000  0.75000000	Mn
   0.50000000  0.75000000  0.75000000	Mn
   0.00000000  0.25000000  0.25000000	Mn
   0.25000000  0.50000000  0.25000000	Mn
   0.50000000  0.75000000  0.25000000	Mn
   0.75000000  0.00000000  0.25000000	Mn
   0.25000000  0.25000000  0.50000000	Mn
   0.50000000  0.50000000  0.50000000	Mn
   0.75000000  0.75000000  0.50000000	Mn
   0.00000000  0.00000000  0.50000000	Mn
   0.50000000  0.25000000  0.75000000	Mn
   0.75000000  0.50000000  0.75000000	Mn
   0.00000000  0.75000000  0.75000000	Mn
   0.25000000  0.00000000  0.75000000	Mn
   0.75000000  0.25000000  0.00000000	Mn
   0.00000000  0.50000000  0.00000000	Mn
   0.25000000  0.75000000  0.00000000	Mn
   0.50000000  0.00000000  0.00000000	Mn
   0.12500000  0.12500000  0.12500000	O
   0.37500000  0.37500000  0.12500000	O
   0.62500000  0.62500000  0.12500000	O
   0.87500000  0.87500000  0.12500000	O
   0.37500000  0.12500000  0.37500000	O
   0.62500000  0.37500000  0.37500000	O
   0.87500000  0.62500000  0.37500000	O
   0.12500000  0.87500000  0.37500000	O
   0.62500000  0.12500000  0.62500000	O
   0.87500000  0.37500000  0.62500000	O
   0.12500000  0.62500000  0.62500000	O
   0.37500000  0.87500000  0.62500000	O
   0.87500000  0.12500000  0.87500000	O
   0.12500000  0.37500000  0.87500000	O
   0.37500000  0.62500000  0.87500000	O
   0.62500000  0.87500000  0.87500000	O
   0.12500000  0.37500000  0.37500000	O
   0.37500000  0.62500000  0.37500000	O
   0.62500000  0.87500000  0.37500000	O
   0.87500000  0.12500000  0.37500000	O
   0.37500000  0.37500000  0.62500000	O
   0.62500000  0.62500000  0.62500000	O
   0.87500000  0.87500000  0.62500000	O
   0.12500000  0.12500000  0.62500000	O
   0.62500000  0.37500000  0.87500000	O
   0.87500000  0.62500000  0.87500000	O
   0.12500000  0.87500000  0.87500000	O
   0.37500000  0.12500000  0.87500000	O
   0.87500000  0.37500000  0.12500000	O
   0.12500000  0.62500000  0.12500000	O
   0.37500000  0.87500000  0.12500000	O
   0.62500000  0.12500000  0.12500000	O
   0.37500000  0.37500000  0.37500000	O
   0.62500000  0.62500000  0.37500000	O
   0.87500000  0.87500000  0.37500000	O
   0.12500000  0.12500000  0.37500000	O
   0.62500000  0.37500000  0.62500000	O
   0.87500000  0.62500000  0.62500000	O
   0.12500000  0.87500000  0.62500000	O
   0.37500000  0.12500000  0.62500000	O
   0.87500000  0.37500000  0.87500000	O
