-0.0000230062 3.2210134104 -4.6225555132
2.7894855209 -1.6104823037 -4.6225561332
-2.7894642217 -1.6105231150 -4.6225559666
  -5.578882   -9.663073   -0.000001
  11.157899    0.000082   -0.000000
   0.000002   -0.000008   13.867668
120 12
Direct
   0.66666667  0.33333333  0.66360948	Bi
   0.50000000  0.00000000  0.99694281	Bi
   0.33333333  0.66666667  0.33027615	Bi
   0.16666667  0.33333333  0.66360948	Bi
   0.50000000  0.50000000  0.99694281	Bi
   0.33333333  0.16666667  0.33027615	Bi
   0.16666667  0.83333333  0.66360948	Bi
   0.00000000  0.50000000  0.99694281	Bi
   0.00000000  0.00000000  0.99694281	Bi
   0.83333333  0.66666667  0.33027615	Bi
   0.83333333  0.16666667  0.33027615	Bi
   0.66666667  0.83333333  0.66360948	Bi
   0.66666667  0.33333333  0.16360962	Bi
   0.50000000  0.00000000  0.49694295	Bi
   0.33333333  0.66666667  0.83027629	Bi
   0.16666667  0.33333333  0.16360962	Bi
   0.50000000  0.50000000  0.49694295	Bi
   0.33333333  0.16666667  0.83027629	Bi
   0.16666667  0.83333333  0.16360962	Bi
   0.00000000  0.50000000  0.49694295	Bi
   0.00000000  0.00000000  0.49694295	Bi
   0.83333333  0.66666667  0.83027629	Bi
   0.83333333  0.16666667  0.83027629	Bi
   0.66666667  0.83333333  0.16360962	Bi
   0.66666667  0.33333333  0.38647255	Fe
   0.50000000  0.00000000  0.71980589	Fe
   0.33333333  0.66666667  0.05313922	Fe
   0.16666667  0.33333333  0.38647255	Fe
   0.50000000  0.50000000  0.71980589	Fe
   0.33333333  0.16666667  0.05313922	Fe
   0.16666667  0.83333333  0.38647255	Fe
   0.00000000  0.50000000  0.71980589	Fe
   0.00000000  0.00000000  0.71980589	Fe
   0.83333333  0.66666667  0.05313922	Fe
   0.83333333  0.16666667  0.05313922	Fe
   0.66666667  0.83333333  0.38647255	Fe
   0.66666667  0.33333333  0.88647275	Fe
   0.50000000  0.00000000  0.21980608	Fe
   0.33333333  0.66666667  0.55313942	Fe
   0.16666667  0.33333333  0.88647275	Fe
   0.50000000  0.50000000  0.21980608	Fe
   0.33333333  0.16666667  0.55313942	Fe
   0.16666667  0.83333333  0.88647275	Fe
   0.00000000  0.50000000  0.21980608	Fe
   0.00000000  0.00000000  0.21980608	Fe
   0.83333333  0.66666667  0.55313942	Fe
   0.83333333  0.16666667  0.55313942	Fe
   0.66666667  0.83333333  0.88647275	Fe
   0.82514932  0.37693773  0.28836350	O
   0.65848266  0.04360440  0.62169683	O
   0.49181599  0.71027107  0.95503016	O
   0.32514932  0.37693773  0.28836350	O
   0.65848266  0.54360440  0.62169683	O
   0.49181599  0.21027107  0.95503016	O
   0.32514932  0.87693773  0.28836350	O
   0.15848266  0.54360440  0.62169683	O
   0.15848266  0.04360440  0.62169683	O
   0.99181599  0.71027107  0.95503016	O
   0.99181599  0.21027107  0.95503016	O
   0.82514932  0.87693773  0.28836350	O
   0.62306227  0.44821159  0.28836350	O
   0.45639560  0.11487826  0.62169683	O
   0.28972893  0.78154492  0.95503016	O
   0.12306227  0.44821159  0.28836350	O
   0.45639560  0.61487826  0.62169683	O
   0.28972893  0.28154492  0.95503016	O
   0.12306227  0.94821159  0.28836350	O
   0.95639560  0.61487826  0.62169683	O
   0.95639560  0.11487826  0.62169683	O
   0.78972893  0.78154492  0.95503016	O
   0.78972893  0.28154492  0.95503016	O
   0.62306227  0.94821159  0.28836350	O
   0.55178841  0.17485068  0.28836350	O
   0.38512174  0.84151734  0.62169683	O
   0.21845508  0.50818401  0.95503016	O
   0.05178841  0.17485068  0.28836350	O
   0.38512174  0.34151734  0.62169683	O
