# 2013 J. Phys.: Condens. Matter 25 102201
# 111
0.196347	0.479599
0.400304	0.826123
0.596651	1.20225
0.799087	1.46747
1.	1.7401
0.799087	1.90356
0.595129	2.07442
0.400304	2.17133
0.197869	2.19437
0.0	2.21738
0.120244	0.76079
0.136986	0.664632
0.197869	0.98959
0.2207	1.17427
0.261796	1.36627
0.398782	1.92004
0.420091	2.09734
0.461187	2.17847
0.561644	2.50326
0.596651	2.56963
0.624049	2.59169
0.660578	2.65805
0.739726	2.81293
0.765601	2.81282
0.829528	2.83473
0.968037	2.91544
1.	2.95965
0.939117	2.93774
0.939117	2.98948
0.856925	2.96765
0.834094	2.96775
0.739726	2.89424
0.738204	2.96816
0.680365	2.9684
0.6621	2.96109
0.599696	3.05744
0.572298	3.05755
0.538813	3.05031
0.430746	3.12468
0.398782	3.10264
0.374429	3.16926
0.342466	3.18418
0.255708	3.16977
0.228311	3.18467
0.199391	3.21435
0.170472	3.25882
0.143075	3.25894
0.0517504	3.28889
0.0258752	3.25944
0	3.25215
0.117199	5.5873
0.258752	5.50539
0.398782	5.37915
0.458143	5.7115
0.592085	5.76267
0.937595	6.37468
0.936073	6.86251
0.39726	7.51523


#110
0.195159	0.709347
0.360061	1.13031
0.456884	1.41101
0.496218	1.5662
0.596067	1.61755
0.674735	1.6616
0.738275	1.7723
0.797277	1.69067
0.959153	1.79355
1	1.57144
0.79879	1.66107
0.597579	1.89866
0.399395	2.09925
0.198185	2.24806
0.0983359	2.25588
0.15885	0.78348
0.198185	1.16799
0.196672	1.31595
0.29652	1.75199
0.360061	2.08462
0.453858	2.53548
0.499244	2.75722
0.600605	2.99351
0.676248	3.09675
0.738275	3.25184
0.79879	3.24419
0.956127	3.18433
0.195159	5.58445
0.357035	5.77609
0.452345	6.13818
0.797277	6.8025


#1-10
0.198554	1.1006
0.401751	1.63172
0.60051	1.80033
0.799271	1.95859
1. 2.04436
0.698428	1.67751
0.496599	1.77809
0.300748	2.08587
0.199834	2.13616
0.0989211	2.1761
0.0 2.24717
0.0977008	0.871296
0.20143	1.72197
0.276602	2.31334
0.308226	2.32416
0.19813	3.03706
0.403037	2.63622
0.399973	2.87435
0.500917	2.68944
0.60185	2.5563
0.678694	2.39175
0.717823	2.51659
0.898525	2.61245
0.901408	3.20275
0.799017	3.1184


#112
0.197184	0.515105
0.398899	0.997609
0.599039	1.33849
0.800626	1.51603
1.	1.61732
1. 1.9005
0.80081	1.9517
0.599292	1.93754
0.397678	1.69466
0.197404	1.03791
1. 2.37972
0.803941	2.19137
0.599393	2.17717
0.399335	2.03233
0.197868	2.13799
0.	2.2655
0.0927448	0.763925
0.19616	1.68051
0.293404	2.33559
0.40113	2.69676
0.496671	2.90525
0.504206	2.80735
0.599623	2.72176
0.699663	2.8214
0.707262	2.87598
0.801182	2.83394
0.89209	2.83541
0.904211	2.83561
1.	2.78272
0.198713	4.14209
0.400295	4.30873

